n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
50,2,8,1,2,21235,2011284,201502036,4,4,16,"[1,48]","[-1,-1]",[3],"[[0,1]]",3,"[27,34,48]","[-1,-1,-1]",0,True
50,2,8,1,3,21235,2011284,201502037,5,3,15,"[1,48]","[-1,-1]",[3],"[[0,1]]",2,"[1,34]","[-1,1]",0,True
50,2,8,1,4,21235,2011284,201502038,6,2,12,"[1,48]","[-1,-1]",[3],"[[0,1]]",1,[48],[-1],0,True
50,2,8,1,5,21235,2011284,201502039,6,2,12,"[1,48]","[-1,-1]",[3],"[[0,1]]",2,"[14,40]","[-1,-1]",0,True
100,2,2,1,1,21235,2011334,202001435,1,1,1,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[18],[1],0,True
100,2,2,1,2,21235,2011334,202001436,1,1,1,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[21],[1],0,True
100,2,2,1,3,21235,2011334,202001437,1,1,1,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[61],[1],0,True
100,2,2,1,4,21235,2011334,202001438,1,1,1,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[83],[1],0,True
100,2,2,1,5,21235,2011334,202001439,1,1,1,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[39],[1],0,True
100,2,4,1,1,21235,2011334,202001635,3,1,3,"[10,30]","[-1,-1]",[3],"[[0,1]]",2,"[41,86]","[-1,-1]",0,True
100,2,4,1,2,21235,2011334,202001636,3,1,3,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[91],[1],0,True
100,2,4,1,3,21235,2011334,202001637,1,3,3,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[33],[-1],0,True
100,2,4,1,4,21235,2011334,202001638,2,2,4,"[10,30]","[-1,-1]",[3],"[[0,1]]",2,"[32,52]","[1,-1]",0,True
100,2,4,1,5,21235,2011334,202001639,3,1,3,"[10,30]","[-1,-1]",[3],"[[0,1]]",2,"[22,58]","[-1,1]",0,True
100,2,8,1,1,21235,2011334,202002035,6,2,12,"[10,30]","[-1,-1]",[3],"[[0,1]]",2,"[4,93]","[-1,1]",0,True
100,2,8,1,2,21235,2011334,202002036,6,2,12,"[10,30]","[-1,-1]",[3],"[[0,1]]",2,"[52,95]","[-1,1]",0,True
100,2,8,1,3,21235,2011334,202002037,4,4,16,"[10,30]","[-1,-1]",[3],"[[0,1]]",1,[47],[-1],0,True
100,2,8,1,4,21235,2011334,202002038,7,1,7,"[10,30]","[-1,-1]",[3],"[[0,1]]",3,"[47,85,97]","[1,-1,-1]",0,True
100,2,8,1,5,21235,2011334,202002039,5,3,15,"[10,30]","[-1,-1]",[3],"[[0,1]]",4,"[5,54,95,96]","[-1,1,-1,1]",0,True
10,2,2,2,1,21236,2021244,202101435,1,1,1,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[7],[-1],0,True
10,2,2,2,2,21236,2021244,202101436,1,1,1,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[3],[-1],0,True
10,2,2,2,3,21236,2021244,202101437,1,1,1,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[5],[-1],0,True
10,2,2,2,4,21236,2021244,202101438,1,1,1,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[2],[1],0,True
10,2,2,2,5,21236,2021244,202101439,1,1,1,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[3],[-1],0,True
10,2,4,2,1,21236,2021244,202101635,2,2,4,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[6],[1],0,True
10,2,4,2,2,21236,2021244,202101636,3,1,3,"[1,5]","[-1,-1]",[3],"[[0,1]]",2,"[0,3]","[1,1]",0,True
10,2,4,2,3,21236,2021244,202101637,3,1,3,"[1,5]","[-1,-1]",[3],"[[0,1]]",2,"[2,3]","[-1,-1]",0,True
10,2,4,2,4,21236,2021244,202101638,2,2,4,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[9],[-1],0,True
10,2,4,2,5,21236,2021244,202101639,3,1,3,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[5],[-1],0,True
10,2,8,2,1,21236,2021244,202102035,4,4,16,"[1,5]","[-1,-1]",[3],"[[0,1]]",4,"[0,1,3,4]","[-1,-1,1,1]",0,True
10,2,8,2,2,21236,2021244,202102036,4,4,16,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[1],[-1],0,True
10,2,8,2,3,21236,2021244,202102037,6,2,12,"[1,5]","[-1,-1]",[3],"[[0,1]]",1,[1],[-1],0,True
10,2,8,2,4,21236,2021244,202102038,6,2,12,"[1,5]","[-1,-1]",[3],"[[0,1]]",2,"[5,8]","[-1,1]",0,True
10,2,8,2,5,21236,2021244,202102039,7,1,7,"[1,5]","[-1,-1]",[3],"[[0,1]]",2,"[5,7]","[-1,-1]",0,True
50,2,2,2,1,21236,2021284,202501435,1,1,1,"[17,39]","[-1,-1]",[3],"[[0,1]]",1,[6],[1],0,True
50,2,2,2,2,21236,2021284,202501436,1,1,1,"[17,39]","[-1,-1]",[3],"[[0,1]]",1,[49],[1],0,True
50,2,2,2,3,21236,2021284,202501437,1,1,1,"[17,39]","[-1,-1]",[3],"[[0,1]]",1,[38],[-1],0,True
50,2,2,2,4,21236,2021284,202501438,1,1,1,"[17,39]","[-1,-1]",[3],"[[0,1]]",1,[31],[1],0,True
50,2,2,2,5,21236,2021284,202501439,1,1,1,"[17,39]","[-1,-1]",[3],"[[0,1]]",1,[8],[-1],0,True
50,2,4,2,1,21236,2021284,202501635,2,2,4,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[26,46]","[-1,1]",0,True
50,2,4,2,2,21236,2021284,202501636,3,1,3,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[2,5]","[1,-1]",0,True
50,2,4,2,3,21236,2021284,202501637,3,1,3,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[17,22]","[-1,1]",0,True
50,2,4,2,4,21236,2021284,202501638,2,2,4,"[17,39]","[-1,-1]",[3],"[[0,1]]",1,[33],[1],0,True
50,2,4,2,5,21236,2021284,202501639,3,1,3,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[23,41]","[-1,-1]",0,True
50,2,8,2,1,21236,2021284,202502035,7,1,7,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[14,29]","[-1,-1]",0,True
50,2,8,2,2,21236,2021284,202502036,5,3,15,"[17,39]","[-1,-1]",[3],"[[0,1]]",3,"[3,10,41]","[1,1,-1]",0,True
50,2,8,2,3,21236,2021284,202502037,7,1,7,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[16,28]","[-1,1]",0,True
50,2,8,2,4,21236,2021284,202502038,6,2,12,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[0,25]","[1,1]",0,True
50,2,8,2,5,21236,2021284,202502039,6,2,12,"[17,39]","[-1,-1]",[3],"[[0,1]]",2,"[21,29]","[1,-1]",0,True
100,2,2,2,1,21236,2021334,203001435,1,1,1,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[84],[-1],0,True
100,2,2,2,2,21236,2021334,203001436,1,1,1,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[4],[-1],0,True
100,2,2,2,3,21236,2021334,203001437,1,1,1,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[45],[-1],0,True
100,2,2,2,4,21236,2021334,203001438,1,1,1,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[75],[1],0,True
100,2,2,2,5,21236,2021334,203001439,1,1,1,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[36],[-1],0,True
100,2,4,2,1,21236,2021334,203001635,2,2,4,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[28],[-1],0,True
100,2,4,2,2,21236,2021334,203001636,3,1,3,"[42,28]","[-1,-1]",[3],"[[0,1]]",2,"[24,59]","[1,-1]",0,True
100,2,4,2,3,21236,2021334,203001637,2,2,4,"[42,28]","[-1,-1]",[3],"[[0,1]]",3,"[16,33,65]","[-1,-1,-1]",0,True
100,2,4,2,4,21236,2021334,203001638,3,1,3,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[44],[1],0,True
100,2,4,2,5,21236,2021334,203001639,2,2,4,"[42,28]","[-1,-1]",[3],"[[0,1]]",1,[78],[-1],0,True
100,2,8,2,1,21236,2021334,203002035,7,1,7,"[42,28]","[-1,-1]",[3],"[[0,1]]",2,"[44,51]","[1,1]",0,True
100,2,8,2,2,21236,2021334,203002036,5,3,15,"[42,28]","[-1,-1]",[3],"[[0,1]]",3,"[29,75,85]","[1,1,-1]",0,True
100,2,8,2,3,21236,2021334,203002037,7,1,7,"[42,28]","[-1,-1]",[3],"[[0,1]]",2,"[22,42]","[1,-1]",0,True
100,2,8,2,4,21236,2021334,203002038,6,2,12,"[42,28]","[-1,-1]",[3],"[[0,1]]",2,"[22,42]","[1,-1]",0,True
100,2,8,2,5,21236,2021334,203002039,7,1,7,"[42,28]","[-1,-1]",[3],"[[0,1]]",2,"[72,77]","[-1,1]",0,True
10,2,2,3,1,21237,2031244,203101435,1,1,1,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,2,3,2,21237,2031244,203101436,1,1,1,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,2,3,3,21237,2031244,203101437,1,1,1,"[8,4]","[1,1]",[3],"[[0,1]]",1,[7],[1],0,True
10,2,2,3,4,21237,2031244,203101438,1,1,1,"[8,4]","[1,1]",[3],"[[0,1]]",1,[0],[-1],0,True
10,2,2,3,5,21237,2031244,203101439,1,1,1,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,4,3,1,21237,2031244,203101635,3,1,3,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,4,3,2,21237,2031244,203101636,2,2,4,"[8,4]","[1,1]",[3],"[[0,1]]",3,"[2,6,9]","[1,1,-1]",0,True
10,2,4,3,3,21237,2031244,203101637,2,2,4,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,4,3,4,21237,2031244,203101638,2,2,4,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,4,3,5,21237,2031244,203101639,3,1,3,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
10,2,8,3,1,21237,2031244,203102035,7,1,7,"[8,4]","[1,1]",[3],"[[0,1]]",2,"[1,8]","[1,1]",0,True
10,2,8,3,2,21237,2031244,203102036,5,3,15,"[8,4]","[1,1]",[3],"[[0,1]]",2,"[4,9]","[1,-1]",0,True
10,2,8,3,3,21237,2031244,203102037,5,3,15,"[8,4]","[1,1]",[3],"[[0,1]]",2,"[4,8]","[1,1]",0,True
10,2,8,3,4,21237,2031244,203102038,6,2,12,"[8,4]","[1,1]",[3],"[[0,1]]",2,"[4,8]","[1,1]",0,True
10,2,8,3,5,21237,2031244,203102039,5,3,15,"[8,4]","[1,1]",[3],"[[0,1]]",1,[8],[1],0,True
50,2,2,3,1,21237,2031284,203501435,1,1,1,"[46,8]","[1,1]",[3],"[[0,1]]",1,[15],[-1],0,True
50,2,2,3,2,21237,2031284,203501436,1,1,1,"[46,8]","[1,1]",[3],"[[0,1]]",1,[35],[1],0,True
50,2,2,3,3,21237,2031284,203501437,1,1,1,"[46,8]","[1,1]",[3],"[[0,1]]",1,[27],[-1],0,True
50,2,2,3,4,21237,2031284,203501438,1,1,1,"[46,8]","[1,1]",[3],"[[0,1]]",1,[19],[-1],0,True
50,2,2,3,5,21237,2031284,203501439,1,1,1,"[46,8]","[1,1]",[3],"[[0,1]]",1,[14],[-1],0,True
50,2,4,3,1,21237,2031284,203501635,2,2,4,"[46,8]","[1,1]",[3],"[[0,1]]",2,"[13,24]","[-1,1]",0,True
50,2,4,3,2,21237,2031284,203501636,3,1,3,"[46,8]","[1,1]",[3],"[[0,1]]",2,"[2,15]","[1,1]",0,True
50,2,4,3,3,21237,2031284,203501637,2,2,4,"[46,8]","[1,1]",[3],"[[0,1]]",1,[28],[-1],0,True
50,2,4,3,4,21237,2031284,203501638,2,2,4,"[46,8]","[1,1]",[3],"[[0,1]]",1,[39],[1],0,True
50,2,4,3,5,21237,2031284,203501639,2,2,4,"[46,8]","[1,1]",[3],"[[0,1]]",1,[11],[-1],0,True
50,2,8,3,1,21237,2031284,203502035,6,2,12,"[46,8]","[1,1]",[3],"[[0,1]]",2,"[8,24]","[1,1]",0,True
50,2,8,3,2,21237,2031284,203502036,6,2,12,"[46,8]","[1,1]",[3],"[[0,1]]",2,"[21,37]","[-1,1]",0,True
50,2,8,3,3,21237,2031284,203502037,7,1,7,"[46,8]","[1,1]",[3],"[[0,1]]",2,"[18,28]","[1,-1]",0,True
50,2,8,3,4,21237,2031284,203502038,6,2,12,"[46,8]","[1,1]",[3],"[[0,1]]",2,"[8,46]","[1,1]",0,True
50,2,8,3,5,21237,2031284,203502039,7,1,7,"[46,8]","[1,1]",[3],"[[0,1]]",3,"[1,34,42]","[-1,-1,-1]",0,True
100,2,2,3,1,21237,2031334,204001435,1,1,1,"[85,39]","[1,1]",[3],"[[0,1]]",1,[42],[-1],0,True
100,2,2,3,2,21237,2031334,204001436,1,1,1,"[85,39]","[1,1]",[3],"[[0,1]]",1,[87],[-1],0,True
100,2,2,3,3,21237,2031334,204001437,1,1,1,"[85,39]","[1,1]",[3],"[[0,1]]",1,[83],[1],0,True
100,2,2,3,4,21237,2031334,204001438,1,1,1,"[85,39]","[1,1]",[3],"[[0,1]]",1,[75],[-1],0,True
100,2,2,3,5,21237,2031334,204001439,1,1,1,"[85,39]","[1,1]",[3],"[[0,1]]",1,[73],[-1],0,True
100,2,4,3,1,21237,2031334,204001635,3,1,3,"[85,39]","[1,1]",[3],"[[0,1]]",2,"[47,96]","[1,-1]",0,True
100,2,4,3,2,21237,2031334,204001636,3,1,3,"[85,39]","[1,1]",[3],"[[0,1]]",1,[42],[1],0,True
100,2,4,3,3,21237,2031334,204001637,2,2,4,"[85,39]","[1,1]",[3],"[[0,1]]",1,[65],[1],0,True
100,2,4,3,4,21237,2031334,204001638,2,2,4,"[85,39]","[1,1]",[3],"[[0,1]]",3,"[19,20,78]","[-1,1,-1]",0,True
100,2,4,3,5,21237,2031334,204001639,3,1,3,"[85,39]","[1,1]",[3],"[[0,1]]",1,[18],[1],0,True
100,2,8,3,1,21237,2031334,204002035,6,2,12,"[85,39]","[1,1]",[3],"[[0,1]]",2,"[8,88]","[-1,-1]",0,True
100,2,8,3,2,21237,2031334,204002036,7,1,7,"[85,39]","[1,1]",[3],"[[0,1]]",2,"[10,89]","[-1,1]",0,True
100,2,8,3,3,21237,2031334,204002037,6,2,12,"[85,39]","[1,1]",[3],"[[0,1]]",3,"[9,69,70]","[1,1,-1]",0,True
100,2,8,3,4,21237,2031334,204002038,6,2,12,"[85,39]","[1,1]",[3],"[[0,1]]",3,"[24,58,80]","[-1,1,-1]",0,True
100,2,8,3,5,21237,2031334,204002039,6,2,12,"[85,39]","[1,1]",[3],"[[0,1]]",1,[59],[1],0,True
10,2,2,4,1,21238,2041244,204101435,1,1,1,"[1,4]","[1,1]",[3],"[[0,1]]",1,[9],[-1],0,True
10,2,2,4,2,21238,2041244,204101436,1,1,1,"[1,4]","[1,1]",[3],"[[0,1]]",1,[0],[-1],0,True
10,2,2,4,3,21238,2041244,204101437,1,1,1,"[1,4]","[1,1]",[3],"[[0,1]]",1,[3],[1],0,True
10,2,2,4,4,21238,2041244,204101438,1,1,1,"[1,4]","[1,1]",[3],"[[0,1]]",1,[0],[-1],0,True
10,2,2,4,5,21238,2041244,204101439,1,1,1,"[1,4]","[1,1]",[3],"[[0,1]]",1,[1],[1],0,True
10,2,4,4,1,21238,2041244,204101635,2,2,4,"[1,4]","[1,1]",[3],"[[0,1]]",3,"[1,5,7]","[1,-1,1]",0,True
10,2,4,4,2,21238,2041244,204101636,3,1,3,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[1,4]","[1,1]",0,True
10,2,4,4,3,21238,2041244,204101637,3,1,3,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[3,7]","[-1,-1]",0,True
10,2,4,4,4,21238,2041244,204101638,3,1,3,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[2,5]","[1,-1]",0,True
10,2,4,4,5,21238,2041244,204101639,2,2,4,"[1,4]","[1,1]",[3],"[[0,1]]",1,[4],[1],0,True
10,2,8,4,1,21238,2041244,204102035,7,1,7,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[1,4]","[1,1]",0,True
10,2,8,4,2,21238,2041244,204102036,6,2,12,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[4,7]","[1,-1]",0,True
10,2,8,4,3,21238,2041244,204102037,5,3,15,"[1,4]","[1,1]",[3],"[[0,1]]",1,[4],[1],0,True
10,2,8,4,4,21238,2041244,204102038,7,1,7,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[3,4]","[1,1]",0,True
10,2,8,4,5,21238,2041244,204102039,6,2,12,"[1,4]","[1,1]",[3],"[[0,1]]",2,"[0,5]","[-1,1]",0,True
50,2,2,4,1,21238,2041284,204501435,1,1,1,"[27,22]","[1,1]",[3],"[[0,1]]",1,[49],[-1],0,True
50,2,2,4,2,21238,2041284,204501436,1,1,1,"[27,22]","[1,1]",[3],"[[0,1]]",1,[21],[1],0,True
50,2,2,4,3,21238,2041284,204501437,1,1,1,"[27,22]","[1,1]",[3],"[[0,1]]",1,[45],[1],0,True
50,2,2,4,4,21238,2041284,204501438,1,1,1,"[27,22]","[1,1]",[3],"[[0,1]]",1,[40],[-1],0,True
50,2,2,4,5,21238,2041284,204501439,1,1,1,"[27,22]","[1,1]",[3],"[[0,1]]",1,[37],[1],0,True
50,2,4,4,1,21238,2041284,204501635,3,1,3,"[27,22]","[1,1]",[3],"[[0,1]]",1,[44],[1],0,True
50,2,4,4,2,21238,2041284,204501636,2,2,4,"[27,22]","[1,1]",[3],"[[0,1]]",1,[36],[1],0,True
50,2,4,4,3,21238,2041284,204501637,2,2,4,"[27,22]","[1,1]",[3],"[[0,1]]",1,[27],[1],0,True
50,2,4,4,4,21238,2041284,204501638,3,1,3,"[27,22]","[1,1]",[3],"[[0,1]]",2,"[9,13]","[1,1]",0,True
50,2,4,4,5,21238,2041284,204501639,2,2,4,"[27,22]","[1,1]",[3],"[[0,1]]",2,"[21,38]","[-1,-1]",0,True
50,2,8,4,1,21238,2041284,204502035,5,3,15,"[27,22]","[1,1]",[3],"[[0,1]]",3,"[16,26,43]","[-1,1,-1]",0,True
50,2,8,4,2,21238,2041284,204502036,7,1,7,"[27,22]","[1,1]",[3],"[[0,1]]",2,"[15,33]","[-1,1]",0,True
50,2,8,4,3,21238,2041284,204502037,6,2,12,"[27,22]","[1,1]",[3],"[[0,1]]",2,"[37,43]","[-1,1]",0,True
50,2,8,4,4,21238,2041284,204502038,7,1,7,"[27,22]","[1,1]",[3],"[[0,1]]",2,"[7,49]","[-1,-1]",0,True
50,2,8,4,5,21238,2041284,204502039,5,3,15,"[27,22]","[1,1]",[3],"[[0,1]]",3,"[0,5,17]","[1,-1,-1]",0,True
100,2,2,4,1,21238,2041334,205001435,1,1,1,"[34,37]","[1,1]",[3],"[[0,1]]",1,[68],[-1],0,True
100,2,2,4,2,21238,2041334,205001436,1,1,1,"[34,37]","[1,1]",[3],"[[0,1]]",1,[44],[1],0,True
100,2,2,4,3,21238,2041334,205001437,1,1,1,"[34,37]","[1,1]",[3],"[[0,1]]",1,[43],[-1],0,True
100,2,2,4,4,21238,2041334,205001438,1,1,1,"[34,37]","[1,1]",[3],"[[0,1]]",1,[38],[-1],0,True
100,2,2,4,5,21238,2041334,205001439,1,1,1,"[34,37]","[1,1]",[3],"[[0,1]]",1,[11],[-1],0,True
100,2,4,4,1,21238,2041334,205001635,3,1,3,"[34,37]","[1,1]",[3],"[[0,1]]",1,[35],[-1],0,True
100,2,4,4,2,21238,2041334,205001636,3,1,3,"[34,37]","[1,1]",[3],"[[0,1]]",1,[78],[-1],0,True
100,2,4,4,3,21238,2041334,205001637,1,3,3,"[34,37]","[1,1]",[3],"[[0,1]]",3,"[29,71,77]","[-1,1,-1]",0,True
100,2,4,4,4,21238,2041334,205001638,3,1,3,"[34,37]","[1,1]",[3],"[[0,1]]",1,[22],[1],0,True
100,2,4,4,5,21238,2041334,205001639,2,2,4,"[34,37]","[1,1]",[3],"[[0,1]]",1,[54],[-1],0,True
100,2,8,4,1,21238,2041334,205002035,4,4,16,"[34,37]","[1,1]",[3],"[[0,1]]",4,"[9,13,78,79]","[1,-1,-1,-1]",0,True
100,2,8,4,2,21238,2041334,205002036,6,2,12,"[34,37]","[1,1]",[3],"[[0,1]]",2,"[77,95]","[1,1]",0,True
100,2,8,4,3,21238,2041334,205002037,7,1,7,"[34,37]","[1,1]",[3],"[[0,1]]",2,"[60,75]","[1,-1]",0,True
100,2,8,4,4,21238,2041334,205002038,6,2,12,"[34,37]","[1,1]",[3],"[[0,1]]",2,"[8,38]","[1,1]",0,True
100,2,8,4,5,21238,2041334,205002039,7,1,7,"[34,37]","[1,1]",[3],"[[0,1]]",2,"[48,61]","[1,1]",0,True
10,2,2,5,1,21239,2051244,205101435,1,1,1,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[7],[-1],0,True
10,2,2,5,2,21239,2051244,205101436,1,1,1,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[0],[1],0,True
10,2,2,5,3,21239,2051244,205101437,1,1,1,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[0],[1],0,True
10,2,2,5,4,21239,2051244,205101438,1,1,1,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[0],[1],0,True
10,2,2,5,5,21239,2051244,205101439,1,1,1,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[9],[-1],0,True
10,2,4,5,1,21239,2051244,205101635,2,2,4,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[2],[-1],0,True
10,2,4,5,2,21239,2051244,205101636,3,1,3,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[9],[1],0,True
10,2,4,5,3,21239,2051244,205101637,3,1,3,"[2,0]","[-1,1]",[3],"[[0,1]]",2,"[5,9]","[-1,-1]",0,True
10,2,4,5,4,21239,2051244,205101638,3,1,3,"[2,0]","[-1,1]",[3],"[[0,1]]",2,"[4,7]","[-1,-1]",0,True
10,2,4,5,5,21239,2051244,205101639,3,1,3,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[2],[-1],0,True
10,2,8,5,1,21239,2051244,205102035,6,2,12,"[2,0]","[-1,1]",[3],"[[0,1]]",3,"[0,1,9]","[1,-1,1]",0,True
10,2,8,5,2,21239,2051244,205102036,4,4,16,"[2,0]","[-1,1]",[3],"[[0,1]]",3,"[0,7,8]","[1,1,1]",0,True
10,2,8,5,3,21239,2051244,205102037,4,4,16,"[2,0]","[-1,1]",[3],"[[0,1]]",3,"[1,5,6]","[1,1,-1]",0,True
10,2,8,5,4,21239,2051244,205102038,7,1,7,"[2,0]","[-1,1]",[3],"[[0,1]]",2,"[0,2]","[1,-1]",0,True
10,2,8,5,5,21239,2051244,205102039,5,3,15,"[2,0]","[-1,1]",[3],"[[0,1]]",2,"[0,6]","[1,-1]",0,True
50,2,2,5,1,21239,2051284,205501435,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[48],[-1],0,True
50,2,2,5,2,21239,2051284,205501436,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[18],[1],0,True
50,2,2,5,3,21239,2051284,205501437,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[36],[-1],0,True
50,2,2,5,4,21239,2051284,205501438,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[18],[1],0,True
50,2,2,5,5,21239,2051284,205501439,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[28],[-1],0,True
50,2,4,5,1,21239,2051284,205501635,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[24,32]","[1,1]",0,True
50,2,4,5,2,21239,2051284,205501636,2,2,4,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[13,21]","[1,1]",0,True
50,2,4,5,3,21239,2051284,205501637,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[31,45]","[-1,1]",0,True
50,2,4,5,4,21239,2051284,205501638,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[1],[1],0,True
50,2,4,5,5,21239,2051284,205501639,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[32],[-1],0,True
50,2,8,5,1,21239,2051284,205502035,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[24,25]","[-1,1]",0,True
50,2,8,5,2,21239,2051284,205502036,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[29,43]","[1,1]",0,True
50,2,8,5,3,21239,2051284,205502037,7,1,7,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[27,49]","[-1,1]",0,True
50,2,8,5,4,21239,2051284,205502038,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",3,"[19,34,35]","[-1,1,1]",0,True
50,2,8,5,5,21239,2051284,205502039,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[9,10]","[-1,-1]",0,True
100,2,2,5,1,21239,2051334,206001435,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[77],[-1],0,True
100,2,2,5,2,21239,2051334,206001436,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[42],[1],0,True
100,2,2,5,3,21239,2051334,206001437,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[55],[1],0,True
100,2,2,5,4,21239,2051334,206001438,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[52],[1],0,True
100,2,2,5,5,21239,2051334,206001439,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[90],[1],0,True
100,2,4,5,1,21239,2051334,206001635,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[65,71]","[-1,1]",0,True
100,2,4,5,2,21239,2051334,206001636,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[28],[-1],0,True
100,2,4,5,3,21239,2051334,206001637,2,2,4,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[22],[1],0,True
100,2,4,5,4,21239,2051334,206001638,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[36],[1],0,True
100,2,4,5,5,21239,2051334,206001639,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[0],[-1],0,True
100,2,8,5,1,21239,2051334,206002035,7,1,7,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[9,28]","[1,1]",0,True
100,2,8,5,2,21239,2051334,206002036,5,3,15,"[0,95]","[-1,1]",[3],"[[0,1]]",3,"[29,31,68]","[1,1,1]",0,True
100,2,8,5,3,21239,2051334,206002037,6,2,12,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[41,58]","[-1,1]",0,True
100,2,8,5,4,21239,2051334,206002038,7,1,7,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[75,86]","[-1,1]",0,True
100,2,8,5,5,21239,2051334,206002039,6,2,12,"[0,95]","[-1,1]",[3],"[[0,1]]",3,"[2,33,41]","[-1,1,1]",0,True
10,2,2,6,1,21240,2061244,206101435,1,1,1,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[8],[-1],0,True
