n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,k_max_used,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
50,3,8,8,4,31242,3081284,308502038,10,2,6,12,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[2,33]","[-1,-1]",0,True
50,3,8,8,5,31242,3081284,308502039,10,5,3,15,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",1,[37],[-1],0,True
50,3,16,8,1,31242,3081284,308502835,10,4,12,48,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[2,12]","[1,-1]",0,True
50,3,16,8,2,31242,3081284,308502836,10,7,9,63,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",5,"[17,39,43,46,49]","[1,-1,1,1,-1]",0,True
50,3,16,8,3,31242,3081284,308502837,10,4,12,48,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",3,"[12,17,37]","[-1,-1,-1]",0,True
50,3,16,8,4,31242,3081284,308502838,10,3,13,39,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",3,"[0,11,48]","[-1,1,-1]",0,True
50,3,16,8,5,31242,3081284,308502839,10,5,11,55,"[38,48,37]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",4,"[6,25,44,45]","[-1,-1,1,-1]",0,True
100,3,4,8,1,31242,3081334,309001635,10,1,3,3,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[60,93]","[-1,1]",0,True
100,3,4,8,2,31242,3081334,309001636,10,1,3,3,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[42,75]","[-1,1]",0,True
100,3,4,8,3,31242,3081334,309001637,10,1,3,3,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[38,69]","[-1,1]",0,True
100,3,4,8,4,31242,3081334,309001638,10,2,2,4,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",1,[34],[-1],0,True
100,3,4,8,5,31242,3081334,309001639,10,1,3,3,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",1,[58],[-1],0,True
100,3,8,8,1,31242,3081334,309002035,10,3,5,15,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",1,[49],[1],0,True
100,3,8,8,2,31242,3081334,309002036,10,3,5,15,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",3,"[57,75,99]","[1,1,1]",0,True
100,3,8,8,3,31242,3081334,309002037,10,2,6,12,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[49,67]","[1,-1]",0,True
100,3,8,8,4,31242,3081334,309002038,10,3,5,15,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[12,34]","[1,1]",0,True
100,3,8,8,5,31242,3081334,309002039,10,1,7,7,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",2,"[14,24]","[-1,-1]",0,True
100,3,16,8,1,31242,3081334,309002835,10,7,9,63,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",7,"[6,40,51,54,71,78,88]","[1,-1,-1,-1,-1,-1,1]",0,True
100,3,16,8,2,31242,3081334,309002836,10,4,12,48,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",5,"[9,25,41,54,71]","[1,-1,1,1,1]",0,True
100,3,16,8,3,31242,3081334,309002837,10,4,12,48,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",7,"[2,28,34,37,47,57,60]","[-1,-1,-1,-1,1,1,1]",0,True
100,3,16,8,4,31242,3081334,309002838,10,5,11,55,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",5,"[36,38,63,64,98]","[-1,-1,-1,1,-1]",0,True
100,3,16,8,5,31242,3081334,309002839,10,7,9,63,"[67,38,58]","[-1,-1,-1]","[4,3]","[[2],[0,1]]",4,"[17,67,91,96]","[1,-1,1,1]",0,True
10,3,4,9,1,31243,3091244,309101635,10,2,2,4,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[6],[1],0,True
10,3,4,9,2,31243,3091244,309101636,10,1,3,3,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[6,7]","[1,-1]",0,True
10,3,4,9,3,31243,3091244,309101637,10,1,3,3,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[3,8]","[-1,-1]",0,True
10,3,4,9,4,31243,3091244,309101638,10,1,3,3,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[2],[1],0,True
10,3,4,9,5,31243,3091244,309101639,10,2,2,4,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[1,6]","[-1,1]",0,True
10,3,8,9,1,31243,3091244,309102035,10,2,6,12,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[0,4]","[1,1]",0,True
10,3,8,9,2,31243,3091244,309102036,10,1,7,7,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[0,8]","[1,-1]",0,True
10,3,8,9,3,31243,3091244,309102037,10,2,6,12,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[0,2]","[1,-1]",0,True
10,3,8,9,4,31243,3091244,309102038,10,6,2,12,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[0],[1],0,True
10,3,8,9,5,31243,3091244,309102039,10,3,5,15,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[0],[1],0,True
10,3,16,9,1,31243,3091244,309102835,10,6,10,60,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[0,5]","[1,1]",0,True
10,3,16,9,2,31243,3091244,309102836,10,4,12,48,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[0,6,7,9]","[1,-1,-1,-1]",0,True
10,3,16,9,3,31243,3091244,309102837,10,4,12,48,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",3,"[0,1,6]","[1,1,1]",0,True
10,3,16,9,4,31243,3091244,309102838,10,4,12,48,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[0,1,2,3]","[1,-1,-1,-1]",0,True
10,3,16,9,5,31243,3091244,309102839,10,10,6,60,"[9,8,0]","[-1,-1,1]","[4,3]","[[2],[0,1]]",3,"[0,8,9]","[1,-1,-1]",0,True
50,3,4,9,1,31243,3091284,309501635,10,1,3,3,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[16],[1],0,True
50,3,4,9,2,31243,3091284,309501636,10,2,2,4,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[8],[1],0,True
50,3,4,9,3,31243,3091284,309501637,10,1,3,3,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[38],[1],0,True
50,3,4,9,4,31243,3091284,309501638,10,1,3,3,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[7],[1],0,True
50,3,4,9,5,31243,3091284,309501639,10,2,2,4,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[19],[1],0,True
50,3,8,9,1,31243,3091284,309502035,10,2,6,12,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[3,6]","[1,1]",0,True
50,3,8,9,2,31243,3091284,309502036,10,1,7,7,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[32,39]","[-1,-1]",0,True
50,3,8,9,3,31243,3091284,309502037,10,5,3,15,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[11,17,33,38]","[1,1,1,-1]",0,True
50,3,8,9,4,31243,3091284,309502038,10,3,5,15,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",3,"[11,19,43]","[-1,1,1]",0,True
50,3,8,9,5,31243,3091284,309502039,10,1,7,7,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[0,18]","[1,1]",0,True
50,3,16,9,1,31243,3091284,309502835,10,5,11,55,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[16],[1],0,True
50,3,16,9,2,31243,3091284,309502836,10,5,11,55,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",6,"[17,21,24,27,28,41]","[-1,-1,-1,-1,-1,1]",0,True
50,3,16,9,3,31243,3091284,309502837,10,5,11,55,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[1,7,16,25]","[1,1,1,1]",0,True
50,3,16,9,4,31243,3091284,309502838,10,7,9,63,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",3,"[16,35,37]","[1,-1,-1]",0,True
50,3,16,9,5,31243,3091284,309502839,10,5,11,55,"[37,15,16]","[-1,-1,1]","[4,3]","[[2],[0,1]]",7,"[9,10,11,18,21,43,49]","[-1,-1,-1,1,-1,1,1]",0,True
100,3,4,9,1,31243,3091334,310001635,10,2,2,4,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",3,"[8,11,96]","[1,-1,-1]",0,True
100,3,4,9,2,31243,3091334,310001636,10,3,1,3,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[44],[-1],0,True
100,3,4,9,3,31243,3091334,310001637,10,3,1,3,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",2,"[51,85]","[-1,-1]",0,True
100,3,4,9,4,31243,3091334,310001638,10,3,1,3,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[5],[1],0,True
100,3,4,9,5,31243,3091334,310001639,10,2,2,4,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",3,"[10,32,48]","[-1,-1,1]",0,True
100,3,8,9,1,31243,3091334,310002035,10,3,5,15,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[59,71,76,83]","[-1,-1,-1,-1]",0,True
100,3,8,9,2,31243,3091334,310002036,10,4,4,16,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[27,41,71,73]","[-1,-1,1,-1]",0,True
100,3,8,9,3,31243,3091334,310002037,10,3,5,15,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",1,[49],[1],0,True
100,3,8,9,4,31243,3091334,310002038,10,4,4,16,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[4,8,20,97]","[1,-1,1,-1]",0,True
100,3,8,9,5,31243,3091334,310002039,10,2,6,12,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[11,17,33,92]","[-1,-1,-1,1]",0,True
100,3,16,9,1,31243,3091334,310002835,10,7,9,63,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",4,"[5,56,71,79]","[-1,1,1,-1]",0,True
100,3,16,9,2,31243,3091334,310002836,10,6,10,60,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",6,"[22,29,36,45,69,84]","[-1,1,1,1,-1,1]",0,True
100,3,16,9,3,31243,3091334,310002837,10,9,7,63,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",6,"[6,7,25,53,80,94]","[1,1,-1,1,-1,-1]",0,True
100,3,16,9,4,31243,3091334,310002838,10,6,10,60,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",6,"[18,26,52,71,75,89]","[-1,1,1,-1,1,1]",0,True
100,3,16,9,5,31243,3091334,310002839,10,6,10,60,"[55,70,46]","[-1,-1,1]","[4,3]","[[2],[0,1]]",7,"[19,26,54,61,82,98,99]","[1,1,-1,1,1,1,1]",0,True
10,3,4,10,1,31244,3101244,310101635,10,1,3,3,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[3],[1],0,True
10,3,4,10,2,31244,3101244,310101636,10,2,2,4,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[0],[1],0,True
10,3,4,10,3,31244,3101244,310101637,10,3,1,3,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[2],[-1],0,True
10,3,4,10,4,31244,3101244,310101638,10,2,2,4,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[7],[-1],0,True
10,3,4,10,5,31244,3101244,310101639,10,2,2,4,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[9],[-1],0,True
10,3,8,10,1,31244,3101244,310102035,10,5,3,15,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[8],[1],0,True
10,3,8,10,2,31244,3101244,310102036,10,4,4,16,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[0,2,9]","[-1,-1,1]",0,True
10,3,8,10,3,31244,3101244,310102037,10,3,5,15,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[4,5,8]","[1,-1,1]",0,True
10,3,8,10,4,31244,3101244,310102038,10,2,6,12,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[0,4,8,9]","[-1,-1,1,1]",0,True
10,3,8,10,5,31244,3101244,310102039,10,4,4,16,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[2,5,6,9]","[1,-1,-1,1]",0,True
10,3,16,10,1,31244,3101244,310102835,10,7,9,63,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[2,5,8]","[-1,-1,1]",0,True
10,3,16,10,2,31244,3101244,310102836,10,4,12,48,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[3,5,6,7]","[1,-1,1,1]",0,True
10,3,16,10,3,31244,3101244,310102837,10,9,7,63,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[3,7,8,9]","[1,1,1,-1]",0,True
10,3,16,10,4,31244,3101244,310102838,10,2,14,28,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[5,8]","[-1,1]",0,True
10,3,16,10,5,31244,3101244,310102839,10,6,10,60,"[5,8,2]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[2,7,8]","[-1,1,1]",0,True
50,3,4,10,1,31244,3101284,310501635,10,3,1,3,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[30,38]","[-1,1]",0,True
50,3,4,10,2,31244,3101284,310501636,10,1,3,3,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[31,44]","[1,-1]",0,True
50,3,4,10,3,31244,3101284,310501637,10,1,3,3,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[19,35]","[-1,1]",0,True
50,3,4,10,4,31244,3101284,310501638,10,1,3,3,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[49],[1],0,True
50,3,4,10,5,31244,3101284,310501639,10,2,2,4,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[10,38,41]","[-1,-1,-1]",0,True
50,3,8,10,1,31244,3101284,310502035,10,6,2,12,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[29,48]","[1,-1]",0,True
50,3,8,10,2,31244,3101284,310502036,10,4,4,16,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[18,30,46]","[1,-1,-1]",0,True
50,3,8,10,3,31244,3101284,310502037,10,3,5,15,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[18,29,41]","[1,-1,-1]",0,True
50,3,8,10,4,31244,3101284,310502038,10,3,5,15,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[16,17,20,40]","[1,1,1,1]",0,True
50,3,8,10,5,31244,3101284,310502039,10,5,3,15,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[9,24]","[-1,-1]",0,True
50,3,16,10,1,31244,3101284,310502835,10,6,10,60,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[18,20,22,27]","[1,1,-1,-1]",0,True
50,3,16,10,2,31244,3101284,310502836,10,5,11,55,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",7,"[0,5,7,30,34,41,49]","[1,-1,-1,1,-1,-1,-1]",0,True
50,3,16,10,3,31244,3101284,310502837,10,6,10,60,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",6,"[6,16,20,26,32,47]","[1,1,1,1,1,1]",0,True
50,3,16,10,4,31244,3101284,310502838,10,6,10,60,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",5,"[6,16,23,33,35]","[1,-1,-1,-1,1]",0,True
50,3,16,10,5,31244,3101284,310502839,10,11,5,55,"[19,18,39]","[-1,1,-1]","[2,5]","[[1],[0,2]]",7,"[2,6,24,26,32,38,44]","[-1,-1,-1,-1,-1,-1,-1]",0,True
100,3,4,10,1,31244,3101334,311001635,10,2,2,4,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[52],[-1],0,True
100,3,4,10,2,31244,3101334,311001636,10,2,2,4,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[14,81]","[-1,1]",0,True
100,3,4,10,3,31244,3101334,311001637,10,2,2,4,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[5],[1],0,True
100,3,4,10,4,31244,3101334,311001638,10,1,3,3,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[14],[-1],0,True
100,3,4,10,5,31244,3101334,311001639,10,1,3,3,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",1,[67],[1],0,True
100,3,8,10,1,31244,3101334,311002035,10,3,5,15,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[0,1,38,42]","[1,1,1,1]",0,True
100,3,8,10,2,31244,3101334,311002036,10,3,5,15,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[22,28,79]","[-1,-1,1]",0,True
100,3,8,10,3,31244,3101334,311002037,10,2,6,12,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",2,"[6,43]","[1,-1]",0,True
100,3,8,10,4,31244,3101334,311002038,10,4,4,16,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[24,30,59]","[-1,1,1]",0,True
100,3,8,10,5,31244,3101334,311002039,10,3,5,15,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",3,"[49,61,91]","[-1,-1,1]",0,True
100,3,16,10,1,31244,3101334,311002835,10,5,11,55,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",4,"[1,4,35,48]","[1,-1,1,-1]",0,True
100,3,16,10,2,31244,3101334,311002836,10,4,12,48,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",5,"[42,64,81,89,96]","[1,-1,-1,1,1]",0,True
100,3,16,10,3,31244,3101334,311002837,10,6,10,60,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",6,"[3,11,48,81,94,95]","[-1,-1,-1,1,-1,-1]",0,True
100,3,16,10,4,31244,3101334,311002838,10,11,5,55,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",7,"[24,34,62,64,68,72,77]","[1,1,1,1,-1,-1,-1]",0,True
100,3,16,10,5,31244,3101334,311002839,10,4,12,48,"[43,54,8]","[-1,1,-1]","[2,5]","[[1],[0,2]]",5,"[2,22,30,67,92]","[1,1,-1,-1,-1]",0,True
10,3,4,11,1,31245,3111244,311101635,10,3,1,3,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[5],[1],0,True
10,3,4,11,2,31245,3111244,311101636,10,2,2,4,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[4],[-1],0,True
10,3,4,11,3,31245,3111244,311101637,10,1,3,3,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[4],[-1],0,True
10,3,4,11,4,31245,3111244,311101638,10,2,2,4,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[4],[-1],0,True
10,3,4,11,5,31245,3111244,311101639,10,3,1,3,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[2],[1],0,True
10,3,8,11,1,31245,3111244,311102035,10,3,5,15,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[6],[1],0,True
10,3,8,11,2,31245,3111244,311102036,10,4,4,16,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[0,7,9]","[-1,1,1]",0,True
10,3,8,11,3,31245,3111244,311102037,10,4,4,16,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[9],[-1],0,True
10,3,8,11,4,31245,3111244,311102038,10,5,3,15,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[0],[1],0,True
10,3,8,11,5,31245,3111244,311102039,10,6,2,12,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",2,"[4,8]","[-1,1]",0,True
10,3,16,11,1,31245,3111244,311102835,10,9,7,63,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[4,6,7]","[-1,1,1]",0,True
10,3,16,11,2,31245,3111244,311102836,10,7,9,63,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[4,6,7]","[-1,1,1]",0,True
10,3,16,11,3,31245,3111244,311102837,10,7,9,63,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",5,"[0,2,3,6,7]","[-1,-1,-1,1,1]",0,True
10,3,16,11,4,31245,3111244,311102838,10,8,8,64,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[4,7,9]","[-1,1,-1]",0,True
10,3,16,11,5,31245,3111244,311102839,10,7,9,63,"[4,7,6]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",4,"[4,5,7,8]","[-1,-1,1,1]",0,True
50,3,4,11,1,31245,3111284,311501635,10,3,1,3,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[45],[1],0,True
50,3,4,11,2,31245,3111284,311501636,10,1,3,3,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[3],[1],0,True
50,3,4,11,3,31245,3111284,311501637,10,1,3,3,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",2,"[18,43]","[1,1]",0,True
50,3,4,11,4,31245,3111284,311501638,10,2,2,4,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[25],[1],0,True
50,3,4,11,5,31245,3111284,311501639,10,3,1,3,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[34],[1],0,True
50,3,8,11,1,31245,3111284,311502035,10,5,3,15,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[49],[-1],0,True
50,3,8,11,2,31245,3111284,311502036,10,1,7,7,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",2,"[3,19]","[1,-1]",0,True
50,3,8,11,3,31245,3111284,311502037,10,4,4,16,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[1,35,48]","[1,-1,1]",0,True
50,3,8,11,4,31245,3111284,311502038,10,5,3,15,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",4,"[12,13,17,47]","[1,-1,-1,-1]",0,True
50,3,8,11,5,31245,3111284,311502039,10,2,6,12,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[16,45,48]","[1,1,1]",0,True
50,3,16,11,1,31245,3111284,311502835,10,9,7,63,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",5,"[3,4,9,15,35]","[1,-1,-1,1,-1]",0,True
50,3,16,11,2,31245,3111284,311502836,10,8,8,64,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",5,"[20,23,39,41,43]","[1,1,-1,-1,-1]",0,True
50,3,16,11,3,31245,3111284,311502837,10,5,11,55,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",5,"[5,7,10,32,39]","[1,1,-1,-1,1]",0,True
50,3,16,11,4,31245,3111284,311502838,10,9,7,63,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",4,"[13,14,18,43]","[-1,-1,1,-1]",0,True
50,3,16,11,5,31245,3111284,311502839,10,12,4,48,"[49,34,3]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",4,"[20,28,37,39]","[1,1,-1,-1]",0,True
100,3,4,11,1,31245,3111334,312001635,10,2,2,4,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[95],[-1],0,True
100,3,4,11,2,31245,3111334,312001636,10,3,1,3,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[89],[1],0,True
100,3,4,11,3,31245,3111334,312001637,10,1,3,3,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",2,"[51,77]","[1,1]",0,True
100,3,4,11,4,31245,3111334,312001638,10,2,2,4,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[12],[1],0,True
100,3,4,11,5,31245,3111334,312001639,10,2,2,4,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[50],[-1],0,True
100,3,8,11,1,31245,3111334,312002035,10,4,4,16,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[24],[-1],0,True
100,3,8,11,2,31245,3111334,312002036,10,4,4,16,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",1,[30],[1],0,True
100,3,8,11,3,31245,3111334,312002037,10,4,4,16,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[12,52,69]","[1,1,-1]",0,True
100,3,8,11,4,31245,3111334,312002038,10,4,4,16,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",3,"[68,83,93]","[1,-1,1]",0,True
100,3,8,11,5,31245,3111334,312002039,10,3,5,15,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",2,"[7,27]","[1,1]",0,True
100,3,16,11,1,31245,3111334,312002835,10,6,10,60,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",5,"[11,19,42,90,94]","[1,1,-1,1,1]",0,True
100,3,16,11,2,31245,3111334,312002836,10,6,10,60,"[85,75,10]","[-1,1,1]","[3,5,6]","[[0,1],[0,2],[1,2]]",5,"[3,10,15,57,67]","[1,1,-1,1,-1]",0,True
